regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
zero baseline,correct,0.9999999999998364,0.9781347695407786,-2.4980018054066022e-15,0.9999999999998335,0.9781347695407783,-1.4155343563970746e-15
linear regression,correct,0.011190925879216818,0.09689494867656817,0.9884564900019934,0.5410458958810339,0.6960305732981676,0.4366388896712134
linear regression,shuffled,0.021741555394767482,0.1344416819168721,0.9786021334722421,1.3164954076915327,1.1001135368330748,-0.28655057515219157
lasso regression (beta = 0.005),correct,0.017641473627954263,0.12126303610125132,0.9817523910984626,0.5034787960646853,0.6670059264996975,0.48010886023159177
lasso regression (beta = 0.002),correct,0.014295335514434201,0.10917402836886386,0.9852230601698118,0.5136591881223773,0.6758321071254662,0.4675671880943236
lasso regression (beta = 0.001),correct,0.012718667785551944,0.10301248631568431,0.9868648126733812,0.5234499059422072,0.6831819682895511,0.45602090740965573
lasso regression (beta = 0.01),correct,0.021445532447569193,0.13371664166737526,0.9777989593344238,0.5007947244567622,0.663289443660805,0.4834196206952369
lasso regression (beta = 0.02),correct,0.027018463688613634,0.15018397407515172,0.9720194854875179,0.5024889422875682,0.6657110993594044,0.48003793744004897
lasso regression (beta = 0.05),correct,0.03919704200229908,0.18136767050150915,0.9593497985469475,0.5210614281824456,0.6818018777596211,0.46130330433870914
lasso regression (beta = 0.2),correct,0.09667671664460892,0.2890308968846392,0.898834950166699,0.5942266355426513,0.7329887935345721,0.38982476101009533
lasso regression (beta = 0.1),correct,0.057434388930730385,0.22076775330477275,0.9401252542981811,0.5540542506853366,0.7052571506946235,0.43060287403119224
lasso regression (beta = 0.5),correct,0.23629332479383397,0.46242489095737277,0.7520358938673801,0.6579060979862672,0.7833410680215623,0.31917736924775114
lasso regression (beta = 1.0),correct,0.5081955571800109,0.6917942309467806,0.46403504156168923,0.7870734079194653,0.8675286475634447,0.18719739870992808
lasso regression (beta = 2.0),correct,0.9140470974117842,0.9343944046387336,0.06343955005702195,0.963346152733139,0.9603794252096051,0.024615188629700635
lasso regression (beta = 5.0),correct,0.9990536771748879,0.9776093446686184,0.0009372974956415592,1.0085169054248955,0.982098890366528,-0.008435677461631874
lasso regression (beta = 10.0),correct,0.9990536771748879,0.9776093446686184,0.0009372974956415592,1.0085169054248955,0.982098890366528,-0.008435677461631874
