configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,berlin_loss,sketchy_loss,classification_loss,mapping_weighted_med,mapping_weighted_r2,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m1.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,0,34,0.2249041509391316,0.46022571626846,0.25969344381355736,0.29008484925330186,0.22248949678524524,0.4313584715987154,5.787965012736008,0.5712035342390208,2.556392614546591,1.9262356675364931,2.258226941431155,0.6773440465107233,0.39876641991275713,0.5071417848800049,0.6806833606249973
c1.0_r0.0_m2.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,2,39,0.20851843837270478,0.4503717044862848,0.26045569139510855,0.3078446189841671,0.20685950570806175,0.427077476069934,5.886411421682014,0.3478253426946296,2.5538826780889132,1.9166051097101853,2.2529400844544663,0.5534532041242768,0.6031362792171507,0.5142716463188656,0.6806004461851276
c1.0_r0.0_m0.5_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,4,187,0.23862852306243718,0.44260806402876246,0.26965487111218484,0.3070161500960098,0.2205825726129058,0.4322109661906879,5.10464528990769,0.4785601694537043,2.6235915440750417,1.7703054239271117,2.2130302038407716,0.6101809060669559,0.45427393025834284,0.5261916083283111,0.7126076983037543
c1.0_r0.0_m2.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,0,73,0.17066449255053565,0.4780014054306415,0.2341333506808238,0.3272339467107569,0.1662541593689237,0.45445957658051495,5.48176710859283,0.3266505187719874,2.5377365981848454,1.720599985039625,2.1436351486195306,0.5290449708322617,0.6410394401261507,0.524298969387031,0.7057546096815438
c1.0_r0.0_m0.25_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,3,43,0.20696261796652501,0.39554216749910315,0.2479791081210545,0.2730581178229767,0.20283029631722538,0.37645823617015434,5.529899878224389,0.6607185353213106,2.683838700217562,1.9980134404746235,2.3592742984324206,0.7296109482055791,0.3906140450303229,0.5009740997806924,0.6738937962250632
c1.0_r0.0_m1.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,2,25,0.2064574984219012,0.4374415557697125,0.28776347204787117,0.31123660500754546,0.20438611672340515,0.41909750415141217,5.633571652799356,0.43294270307884924,2.492729865028679,1.9062318025485414,2.2167312131211405,0.6187441425930013,0.513722479010726,0.5066188011550512,0.6868495006805561
c1.0_r0.0_m0.0625_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,4,108,0.20701743714191054,0.40385151421620924,0.26042175571510795,0.25481356790651205,0.18857078462468013,0.3995900328498524,5.126055974041829,0.5964548482392792,2.638639123657024,1.884473055292837,2.2805854842633497,0.6919291884719224,0.34883044792542267,0.5210485670302735,0.6961017096184317
c1.0_r0.0_m1.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,1,26,0.2456349357640924,0.4520997770992313,0.28127653629391697,0.30490190534535844,0.2417440795301814,0.4477048515807608,5.701600814420669,0.6119546552647886,2.410794151755795,1.8481550269302776,2.1459171894603086,0.7232413297384114,0.35941995481757605,0.5158643821898053,0.6864967290754201
c1.0_r0.0_m0.125_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,4,135,0.2097845002804182,0.4122376215490079,0.24817358567182699,0.29056698771341766,0.19426414755400576,0.4034926462967542,5.032569249452138,0.48100799946607226,2.4966934847113396,1.8769786687483554,2.2046215463397933,0.6292067097651023,0.4620017621092819,0.5345890161287589,0.6987673765059378
c1.0_r0.0_m0.5_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,3,28,0.2224385932652444,0.4327249135570529,0.27661168551230075,0.3101115102688813,0.2218512449575423,0.4196597110434168,5.630842679027651,0.6922781062792389,2.604079059625301,1.9330612464449444,2.286168793468202,0.7732614290192581,0.3650947292880155,0.5010358164232285,0.6851228313446045
c1.0_r0.0_m0.0625_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,3,50,0.21892363994826275,0.40945460888262086,0.24741003287181426,0.2579744018901453,0.21610436807129269,0.39579191709295514,5.413146361847393,0.6770490094322497,2.686300429246807,2.017229559068797,2.3700783445610374,0.7485838547447764,0.3883272988988033,0.5025826932656614,0.6799477047231354
c1.0_r0.0_m0.125_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,0,73,0.2109056829388984,0.4238119318821395,0.2096918297696474,0.2871159242583838,0.2029608181633814,0.4277203150518966,5.21731186178864,0.4480200341758048,2.52252664582836,1.9469203079293986,2.2542594606036044,0.6124915044973088,0.5157832425723891,0.5176296237208804,0.6813075715127539
c1.0_r0.0_m0.5_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,2,98,0.2137549748404843,0.4684486271873247,0.26904011321679,0.2815469243592148,0.20364866829262362,0.4585199626988511,5.218055055223528,0.3544100730996905,2.576710630328577,1.879843133206739,2.2444179328416216,0.5417396296400435,0.6013009587090432,0.5263229707279167,0.695796852981458
c1.0_r0.0_m0.5_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,0,69,0.20511834428034045,0.44252600281776433,0.25364245102576427,0.30580009547456466,0.19515300132632826,0.4202722400014453,5.395991949970605,0.4307294128866,2.700646761458065,1.896461386235034,2.3140357495028465,0.6013307736468122,0.5446041041956642,0.5089481711416948,0.6916674408331269
c1.0_r0.0_m0.0625_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,2,11,0.2075538819296118,0.40223220620227795,0.25644997593658025,0.32638406110180346,0.20925849724040943,0.39594844589983164,5.168985634612255,0.5890097883520583,2.2981184189824337,1.905111264315785,2.11762428560511,0.7017675297734997,0.32271979903648074,0.4838620244103377,0.6583848091495819
c1.0_r0.0_m0.125_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,1,150,0.2232582704591042,0.43813959210426956,0.26890045484140307,0.30357319074633365,0.20629826176959087,0.4359166446020172,5.049711423690201,0.6945402652077037,2.6414831906561442,1.8262346769869326,2.251287306085473,0.7582190636738981,0.2923667647005822,0.5143127909556764,0.6994139719737358
c1.0_r0.0_m1.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,4,10,0.22282624314832775,0.4275236099429286,0.2764276497092208,0.3194105022705138,0.22157845429907622,0.42967755148560227,5.6286371170223735,0.6054545891302734,2.1364887749495107,1.8113950846820581,1.9883639075668131,0.6685460412200033,0.3358575008829739,0.5158928833726,0.6788269601547328
c1.0_r0.0_m2.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,4,160,0.17742552418141752,0.44803445136937164,0.25074617125956217,0.2977867684951555,0.16448428313504806,0.4390615327496958,5.750505084358278,0.49201336456967,2.6285359989793107,1.7037919011423823,2.179646003860919,0.6175774241337337,0.4478509146150728,0.5094909765016837,0.7113156112290797
c1.0_r0.0_m2.0_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,1,46,0.21185718719737578,0.45235576640076564,0.26056402452741806,0.33145117350211983,0.2071336015849894,0.4433802091681246,5.702637433325658,0.432682910157812,2.4854568001903714,1.7197813890674074,2.1163395902025894,0.6221156489004424,0.5398413603883351,0.5250720316220502,0.7015611976492601
c1.0_r0.0_m0.125_b512_w0.001_v0.0_eFalse_dFalse_n0.1_mean_4,3,65,0.2262537468283849,0.4301171649429067,0.2900697930694481,0.2979747584485475,0.21931128983134612,0.4200806835106622,5.38827131757189,0.507403345988926,2.799613926307338,1.9645468992219597,2.3993859214001017,0.6419935172636313,0.5428106413120022,0.5043273627914366,0.6810011422223732
