configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,berlin_loss,sketchy_loss,classification_loss,mapping_weighted_med,mapping_weighted_r2,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,178,0.3527398575012614,0.43475523378969705,0.3682484632615198,0.3578010434553338,0.3374635806271607,0.43165572713745126,3.9225347165846434,0.58215110338455,1.7130247247396806,1.0115758255896021,1.3721841991045436,0.7226972226687064,0.4781411636554346,0.6162731483598225,0.7861691737722178
c1.0_r0.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,5,0.30333081263889977,0.4187344535544225,0.2990523065219054,0.38533305908669346,0.3048357295250787,0.4120748325296022,4.101856247796387,0.48566436606529045,2.446377341802615,1.2675711667952967,1.8661587944001448,0.6028514556741241,0.4730974256888654,0.40755590255534063,0.6658474520918776
c1.0_r0.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,176,0.3363489240609883,0.4340802296852419,0.38025125223402745,0.33288587610469844,0.328375344479317,0.4372651814379388,3.6708226711183296,0.4189038436081359,1.5785803878437126,0.9992852424910811,1.2979989278206572,0.6105896738570467,0.5077113812008651,0.6316239468132864,0.7897051130313365
c1.0_r0.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,126,0.3041204698081437,0.4280284862049382,0.3379452062394765,0.3181204456952974,0.29687128647263833,0.4215296759634735,3.320000571387713,0.5210394749673823,1.5990410124259775,1.0016864240526175,1.3090056200310831,0.6990942816769165,0.444978987494829,0.6155610501140845,0.7893280640723276
c1.0_r0.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,3,0.3361453099809849,0.43273788766264143,0.30876965796822115,0.3708539489745711,0.33583466798713363,0.4317854311009078,5.885849655604753,0.6211014612513913,3.1380633783594316,1.5449007843556952,2.3564068219300176,0.7354204270127349,0.4352257523890661,0.2803455643800438,0.6000681325158135
c1.0_r0.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,25,0.28815373236787767,0.3919292206475475,0.3082266870882121,0.32827440225706517,0.2847732165524367,0.39078526533123026,3.562213303079371,0.47050478186380507,1.6836584469248679,1.0920287771483914,1.3970700128171287,0.6161020726440113,0.4739204363560888,0.573449832333893,0.7535101253942388
c1.0_r0.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,13,0.280475132158519,0.4317329658603577,0.3195116059068617,0.3563162755017607,0.28122041190006986,0.419999192992603,3.5814502768497,0.5525242174554013,1.8488383450584278,1.0723163562412146,1.4682068150590677,0.7131339610532215,0.4087134483776601,0.532902097557538,0.7345287251379646
c1.0_r0.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,118,0.35464417123667774,0.4539102051835428,0.3905455102403528,0.3495265693401521,0.350812049833537,0.4507703935601519,4.107639185708077,0.40672348530110275,1.617828992462792,0.9996531899847456,1.3189349109090742,0.5902309738962626,0.5230565194207717,0.6109157072066284,0.7895908323770664
c1.0_r0.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,12,0.3023688666327299,0.4432426031853051,0.32439312295309686,0.3600158800046659,0.30460470585738253,0.4378517524012004,3.807920338341447,0.29350030290134443,1.9443630399355774,1.171114524509086,1.5660548416820705,0.5088915324536668,0.6563825003840563,0.5144734037523387,0.7185280966538875
c1.0_r0.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,46,0.34243776818416666,0.45726043860986226,0.4094150535391287,0.375619328146547,0.342997706904176,0.4567985672901303,3.8491325799910747,0.3592995734074315,1.675016273932665,1.0871650701067486,1.3887762216231863,0.5599593850829467,0.6214308445095695,0.6054521903942843,0.7715693939098569
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,4,0.2499056105703174,0.4120992003539203,0.25027107173955426,0.3699174841524611,0.25029717610878544,0.40743598242830714,4.008372717362936,0.25888630016768954,2.593237100621257,1.3767948438378632,1.9967680645418948,0.4774758915608861,0.6987754549406484,0.3824491824993833,0.6347779370272746
c1.0_r0.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,137,0.29597068573416174,0.42815786816587786,0.2905266195309941,0.3135321644983111,0.28466488342012725,0.4210830394744837,3.363559643290082,0.42035433909572356,1.666078847660748,1.0088480925254646,1.3460102200346893,0.6036388496381013,0.532494622159568,0.6157382717396392,0.7891192052188467
c1.0_r0.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,76,0.31996060105763835,0.4411057539279774,0.366517743581491,0.34386441773304915,0.31735146935297953,0.4369758858419363,3.5327516301323154,0.41644013751886017,1.5840700750063008,1.0398073342887104,1.3202338747663087,0.5827740399635685,0.5655825631137303,0.6160879983071421,0.7756833605722325
c1.0_r0.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,114,0.3320469240116859,0.4698434308697024,0.3935370709542488,0.34611028012819023,0.3239297703992429,0.4584609469042934,3.739624831969621,0.358138230699824,1.6695168619679372,1.0371208399680794,1.3621904202943942,0.5746389481572581,0.6110607645419964,0.615705055373614,0.7829532207592589
c1.0_r0.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,181,0.3371816534394637,0.4354277999877632,0.3696372157046198,0.30620699477654423,0.32356300401154453,0.4379785409951955,3.577737915221785,0.5293223045169362,1.7177023118270023,0.9977895851452819,1.3660236554988583,0.6893941728288046,0.5191097804656497,0.6193217916469105,0.7911603467054055
c1.0_r0.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,200,0.29351034893412076,0.4248785648661884,0.3519854412304796,0.31177756737855655,0.28135745983853366,0.4262258509849012,3.417172492351688,0.34856138732306124,1.6502421425880274,1.033102711340443,1.3508215328503828,0.5720204071838156,0.6116883693242285,0.6232138953091668,0.7903515512987238
c1.0_r0.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,46,0.2944540218818288,0.40077018340776516,0.32639924372851487,0.34834153664403816,0.29447360015875224,0.40012908173053596,3.3708835149759153,0.5338377818479475,1.6084321981207372,1.016048702631329,1.32152926964496,0.6840538975353292,0.5044826307431718,0.5975809797810726,0.7757900753079868
c1.0_r0.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,71,0.32865857688547556,0.46793783090263974,0.40636475799446253,0.38156830826958743,0.32687564846698436,0.4635972449881032,4.184169569046771,0.43907674318416734,1.5989467738661236,0.989793689628605,1.3026516212322672,0.6139923377712121,0.5375289188978171,0.6193384004762915,0.7822992182886991
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,42,0.26675076003521336,0.37281981915829887,0.26704704462598755,0.33439263613024656,0.2649613055244143,0.3752015163845504,3.4235684689244286,0.5180356557473411,1.6689735429287038,1.069306164978469,1.3779820914972023,0.6752980609673987,0.5348680629642818,0.5844147959967129,0.7640258873207647
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,112,0.28744238830632735,0.4479370989212531,0.3219836896730567,0.33863730634506833,0.28118256056468466,0.4445447701391073,3.226080390627267,0.3791487702633438,1.576370768969816,0.9686119984842715,1.2805469410566033,0.5708117991422995,0.5879687935259446,0.6237448080963776,0.7913431965137114
