regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
lasso regression (beta = 0.002),correct,0.019548626944512308,0.12680187801251944,0.9801798929504474,0.5824609299493957,0.7358142640990062,0.4049161715888582
lasso regression (beta = 0.005),correct,0.023055657085664386,0.13754476775732605,0.9766189459875962,0.5719143246735079,0.727281477873242,0.41612785175414335
lasso regression (beta = 0.001),correct,0.01803513948768951,0.12193283604385942,0.9817121736971856,0.5954330136586,0.7452583610783384,0.39135724646501074
lasso regression (beta = 0.01),correct,0.027339778762370582,0.14974496505143214,0.9722623015995725,0.5710818981319823,0.7248938909323409,0.41723631437676656
lasso regression (beta = 0.05),correct,0.04745994719005456,0.1981825134707009,0.9518125558855497,0.5859561306306486,0.7330656219375324,0.40182612334024603
lasso regression (beta = 0.02),correct,0.033653303145693356,0.16625719439461825,0.9658456049381845,0.5793491251074272,0.7293079780899807,0.40870526411774166
lasso regression (beta = 0.1),correct,0.06661249322701036,0.2366538731589498,0.9323440140424433,0.5914794980425961,0.7356215668015994,0.3962788941665627
lasso regression (beta = 0.5),correct,0.24882468992806694,0.4795174548056873,0.7466547533045491,0.6784847848759535,0.800662039524876,0.3064502982700781
lasso regression (beta = 0.2),correct,0.10601343361723417,0.30338244856427926,0.8922537511825297,0.6213799227341723,0.7555883539708765,0.3652642997327911
lasso regression (beta = 1.0),correct,0.5223544791036507,0.7104699817300724,0.4678216302948721,0.77542686059542,0.8683360651828038,0.21096250318187995
linear regression,correct,0.016842027596457025,0.11824777779608417,0.9829189632528543,0.6152676737364939,0.7590002417174445,0.3701454852815289
lasso regression (beta = 2.0),correct,0.9192183690159039,0.9540120794532976,0.07224492628505755,0.9831464260806307,0.9864723052122437,0.010246779720466781
lasso regression (beta = 5.0),correct,0.9974093919993584,0.9946285773065243,0.0025918300328866273,1.0388591200093908,1.014921671242767,-0.038877450493291776
lasso regression (beta = 10.0),correct,0.9974093919993584,0.9946285773065243,0.0025918300328866273,1.0388591200093908,1.014921671242767,-0.038877450493291776
linear regression,shuffled,0.023831767792104337,0.14070043491929313,0.9761298388561871,1.1960414062846778,1.078924000658965,-0.201495802359698
random forest regression,correct,0.00230251040663369,0.020886275307770454,0.9976726015740408,0.812534332749644,0.8790407501751953,0.177439070976729
random forest regression,shuffled,0.0030290763660603026,0.02816163622648546,0.9969688640255687,1.1161498415266353,1.0454994032655904,-0.11429451305358901
