regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.00528994541785066,0.1125852921878126,0.9840005426694867,0.1860699673855611,0.7080008438829991,0.43946800588933616
lasso regression (beta = 0.001),correct,0.005607481865612833,0.11548004540008806,0.98303989069402,0.18303085994502896,0.7005560991306463,0.44880185474945367
lasso regression (beta = 0.002),correct,0.0060445817744971195,0.11972157280501826,0.9817163106027706,0.18040280928319577,0.6936107859844483,0.4569173265085116
lasso regression (beta = 0.005),correct,0.007094496823949823,0.12946189058085905,0.978536743074541,0.17908036742470268,0.6878639939476499,0.461771947902256
lasso regression (beta = 0.01),correct,0.008372792053661452,0.14050777271987094,0.9746690511873909,0.1786583002508946,0.6835980562512514,0.4643105182398699
lasso regression (beta = 0.02),correct,0.010232510085391498,0.15534142911095092,0.9690649596074562,0.17681158777036723,0.6766628919185933,0.4705854427849294
lasso regression (beta = 0.05),correct,0.014293188261965807,0.18412174665095649,0.9568276337606689,0.17298568817789553,0.6646866346516634,0.4807419495527698
lasso regression (beta = 0.1),correct,0.019816789429535905,0.21818653819863504,0.9401293939286522,0.16952734625268542,0.6558736714012154,0.490140824012894
lasso regression (beta = 0.2),correct,0.030429105889395885,0.27372308006559576,0.9079583478718386,0.1691088808022925,0.6580232022876835,0.4913082561060129
lasso regression (beta = 1.0),correct,0.13753656443064954,0.6157628877804849,0.5845277112218068,0.22069245409459493,0.7822401961228717,0.339243102999837
lasso regression (beta = 0.5),correct,0.06769015843622067,0.42006456947929616,0.794817853889135,0.1839114313600051,0.6994481176845927,0.4488103858379591
lasso regression (beta = 2.0),correct,0.26748816135862036,0.8781595082010609,0.19421982781773728,0.28997230121022416,0.9133283984061131,0.12827802662239932
lasso regression (beta = 5.0),correct,0.3325127346086795,0.9847774601624573,0.0023898237496691177,0.3456423142040941,1.0031759588235296,-0.03584735623880316
lasso regression (beta = 10.0),correct,0.3325127346086795,0.9847774601624573,0.0023898237496691177,0.3456423142040941,1.0031759588235296,-0.03584735623880316
random forest regression,correct,0.0007800967835447179,0.02034785730596457,0.9976484999542071,0.2513147721559947,0.8298680207681826,0.24890278357164827
