pairID,pairType,visualType,ratingType,aggregator,ratings
2001-2056,within,x,SpAM,mean,3.613958333333333
2001-2057,within,x,SpAM,mean,3.6678124999999997
2001-2058,within,x,SpAM,mean,4.033229166666667
2001-2059,within,x,SpAM,mean,3.5658333333333334
2001-2060,within,x,SpAM,mean,4.011770833333333
2001-2061,within,x,SpAM,mean,3.6771874999999996
2001-2062,within,x,SpAM,mean,3.9247916666666667
2001-2063,within,x,SpAM,mean,3.438645833333333
2001-2064,within,x,SpAM,mean,3.7013541666666665
2002-2003,within,x,SpAM,mean,3.449583333333333
2002-2004,within,x,SpAM,mean,3.3666666666666667
2002-2005,within,x,SpAM,mean,3.4258333333333333
2002-2006,within,x,SpAM,mean,3.485520833333333
2002-2007,within,x,SpAM,mean,3.547395833333333
2002-2008,within,x,SpAM,mean,3.7163541666666666
2002-2009,within,x,SpAM,mean,3.4533333333333336
2002-2010,within,x,SpAM,mean,3.573541666666667
2002-2011,within,x,SpAM,mean,3.48625
2002-2012,within,x,SpAM,mean,3.5770833333333334
2002-2013,within,x,SpAM,mean,3.6847916666666665
2002-2014,within,x,SpAM,mean,3.6640625000000004
2002-2015,within,x,SpAM,mean,3.6022916666666664
2002-2016,within,x,SpAM,mean,3.3803125
2002-2017,within,x,SpAM,mean,3.555416666666667
2002-2018,within,x,SpAM,mean,3.5084375
2002-2019,within,x,SpAM,mean,3.626145833333333
2002-2020,within,x,SpAM,mean,3.492395833333333
2002-2021,within,x,SpAM,mean,3.3920833333333333
2002-2022,within,x,SpAM,mean,3.7027083333333333
2002-2023,within,x,SpAM,mean,3.5934375
2002-2024,within,x,SpAM,mean,3.4941666666666666
2002-2025,within,x,SpAM,mean,3.5284375
2002-2026,within,x,SpAM,mean,3.6034375
2002-2027,within,x,SpAM,mean,3.6158333333333332
2002-2028,within,x,SpAM,mean,3.2885416666666667
2002-2029,within,x,SpAM,mean,3.6049999999999995
2002-2030,within,x,SpAM,mean,3.4583333333333335
2002-2031,within,x,SpAM,mean,4.167395833333334
2002-2032,within,x,SpAM,mean,3.693229166666667
2002-2033,within,x,SpAM,mean,3.5819791666666667
2002-2034,within,x,SpAM,mean,3.3586458333333336
2002-2035,within,x,SpAM,mean,3.5504166666666666
2002-2036,within,x,SpAM,mean,3.4807291666666664
2002-2037,within,x,SpAM,mean,3.4873958333333333
2002-2038,within,x,SpAM,mean,3.2863541666666665
2002-2039,within,x,SpAM,mean,3.5328125
2002-2040,within,x,SpAM,mean,3.359791666666667
2002-2041,within,x,SpAM,mean,3.617708333333333
2002-2042,within,x,SpAM,mean,3.765625
2002-2043,within,x,SpAM,mean,3.3608333333333333
2002-2044,within,x,SpAM,mean,3.4759374999999997
2002-2045,within,x,SpAM,mean,3.5516666666666667
2002-2046,within,x,SpAM,mean,3.4513541666666665
2002-2047,within,x,SpAM,mean,3.894166666666667
2002-2048,within,x,SpAM,mean,3.4297916666666666
2002-2049,within,x,SpAM,mean,3.471354166666667
2002-2050,within,x,SpAM,mean,3.6677083333333336
2002-2051,within,x,SpAM,mean,3.3022916666666666
2002-2052,within,x,SpAM,mean,3.5205208333333333
2002-2053,within,x,SpAM,mean,3.4785416666666666
2002-2054,within,x,SpAM,mean,3.6037500000000002
2002-2055,within,x,SpAM,mean,3.877708333333333
2002-2056,within,x,SpAM,mean,3.602291666666667
2002-2057,within,x,SpAM,mean,3.7539583333333333
2002-2058,within,x,SpAM,mean,3.5140625
2002-2059,within,x,SpAM,mean,3.4610416666666666
2002-2060,within,x,SpAM,mean,3.6013541666666664
2002-2061,within,x,SpAM,mean,3.4196875
2002-2062,within,x,SpAM,mean,3.3703125000000003
2002-2063,within,x,SpAM,mean,3.54125
2002-2064,within,x,SpAM,mean,3.626145833333333
2003-2004,within,x,SpAM,mean,3.4417708333333334
2003-2005,within,x,SpAM,mean,3.6561458333333334
2003-2006,within,x,SpAM,mean,3.5794791666666663
2003-2007,within,x,SpAM,mean,3.4048958333333332
2003-2008,within,x,SpAM,mean,3.6028124999999998
2003-2009,within,x,SpAM,mean,3.7365625
2003-2010,within,x,SpAM,mean,3.6963541666666666
2003-2011,within,x,SpAM,mean,3.881666666666667
2003-2012,within,x,SpAM,mean,3.531041666666667
2003-2013,within,x,SpAM,mean,3.8490625
2003-2014,within,x,SpAM,mean,3.743854166666667
2003-2015,within,x,SpAM,mean,3.4431249999999998
2003-2016,within,x,SpAM,mean,3.6214583333333334
2003-2017,within,x,SpAM,mean,3.6344791666666665
2003-2018,within,x,SpAM,mean,3.646666666666667
2003-2019,within,x,SpAM,mean,3.702395833333333
2003-2020,within,x,SpAM,mean,4.399375
2003-2021,within,x,SpAM,mean,3.658125
2003-2022,within,x,SpAM,mean,3.5057291666666663
2003-2023,within,x,SpAM,mean,3.493333333333333
2003-2024,within,x,SpAM,mean,4.2803125
2003-2025,within,x,SpAM,mean,3.4628125
2003-2026,within,x,SpAM,mean,3.618854166666667
2003-2027,within,x,SpAM,mean,3.4487500000000004
2003-2028,within,x,SpAM,mean,3.4733333333333336
2003-2029,within,x,SpAM,mean,3.3716666666666666
2003-2030,within,x,SpAM,mean,3.6269791666666666
2003-2031,within,x,SpAM,mean,3.3372916666666663
2003-2032,within,x,SpAM,mean,3.8206249999999997
2003-2033,within,x,SpAM,mean,3.8529166666666663
2003-2034,within,x,SpAM,mean,3.6159375000000002
2003-2035,within,x,SpAM,mean,3.4978124999999998
2003-2036,within,x,SpAM,mean,3.985208333333333
2003-2037,within,x,SpAM,mean,3.578125
2003-2038,within,x,SpAM,mean,3.811354166666667
2003-2039,within,x,SpAM,mean,3.6059375
2003-2040,within,x,SpAM,mean,3.6778125
2003-2041,within,x,SpAM,mean,3.600416666666667
2003-2042,within,x,SpAM,mean,3.3890625
2003-2043,within,x,SpAM,mean,3.669375
2003-2044,within,x,SpAM,mean,3.623125
2003-2045,within,x,SpAM,mean,3.4036458333333335
2003-2046,within,x,SpAM,mean,3.5001041666666666
2003-2047,within,x,SpAM,mean,3.3365625000000003
2003-2048,within,x,SpAM,mean,3.8658333333333332
2003-2049,within,x,SpAM,mean,3.435104166666667
2003-2050,within,x,SpAM,mean,3.333333333333333
2003-2051,within,x,SpAM,mean,3.6165624999999997
2003-2052,within,x,SpAM,mean,3.3817708333333334
2003-2053,within,x,SpAM,mean,3.616770833333333
2003-2054,within,x,SpAM,mean,3.6221875
2003-2055,within,x,SpAM,mean,3.5611458333333337
2003-2056,within,x,SpAM,mean,3.573645833333333
2003-2057,within,x,SpAM,mean,3.3319791666666667
2003-2058,within,x,SpAM,mean,3.359375
2003-2059,within,x,SpAM,mean,3.593125
2003-2060,within,x,SpAM,mean,3.55
2003-2061,within,x,SpAM,mean,3.479375
2003-2062,within,x,SpAM,mean,3.496875
2003-2063,within,x,SpAM,mean,3.681354166666667
2003-2064,within,x,SpAM,mean,3.517708333333333
2004-2005,within,x,SpAM,mean,3.612604166666667
2004-2006,within,x,SpAM,mean,3.6566666666666667
2004-2007,within,x,SpAM,mean,3.6196875
2004-2008,within,x,SpAM,mean,3.3395833333333336
2004-2009,within,x,SpAM,mean,3.66
2004-2010,within,x,SpAM,mean,3.3118749999999997
2004-2011,within,x,SpAM,mean,3.5629166666666663
2004-2012,within,x,SpAM,mean,3.4891666666666667
2004-2013,within,x,SpAM,mean,3.793541666666667
2004-2014,within,x,SpAM,mean,3.3984375
2004-2015,within,x,SpAM,mean,3.4989583333333334
2004-2016,within,x,SpAM,mean,3.3845833333333335
2004-2017,within,x,SpAM,mean,3.5625
2004-2018,within,x,SpAM,mean,4.177083333333334
2004-2019,within,x,SpAM,mean,3.5975
2004-2020,within,x,SpAM,mean,3.6515625
2004-2021,within,x,SpAM,mean,3.506145833333333
2004-2022,within,x,SpAM,mean,3.7022916666666665
2004-2023,within,x,SpAM,mean,3.9167708333333335
2004-2024,within,x,SpAM,mean,3.4745833333333334
2004-2025,within,x,SpAM,mean,3.5664583333333333
2004-2026,within,x,SpAM,mean,3.504583333333333
2004-2027,within,x,SpAM,mean,4.123854166666667
2004-2028,within,x,SpAM,mean,3.6679166666666667
2004-2029,within,x,SpAM,mean,3.8926041666666666
2004-2030,within,x,SpAM,mean,3.7225
2004-2031,within,x,SpAM,mean,3.5067708333333334
2004-2032,within,x,SpAM,mean,3.6714583333333333
2004-2033,within,x,SpAM,mean,3.8892708333333337
2004-2034,within,x,SpAM,mean,3.5672916666666667
2004-2035,within,x,SpAM,mean,3.4110416666666667
2004-2036,within,x,SpAM,mean,3.403125
2004-2037,within,x,SpAM,mean,3.691979166666667
2004-2038,within,x,SpAM,mean,3.6062499999999997
2004-2039,within,x,SpAM,mean,3.853229166666667
2004-2040,within,x,SpAM,mean,3.4175000000000004
2004-2041,within,x,SpAM,mean,3.472395833333333
2004-2042,within,x,SpAM,mean,3.3912500000000003
2004-2043,within,x,SpAM,mean,3.3429166666666665
2004-2044,within,x,SpAM,mean,3.7669791666666668
2004-2045,within,x,SpAM,mean,3.701666666666667
2004-2046,within,x,SpAM,mean,3.4108333333333336
2004-2047,within,x,SpAM,mean,3.453854166666667
2004-2048,within,x,SpAM,mean,3.3483333333333336
2004-2049,within,x,SpAM,mean,3.327916666666667
2004-2050,within,x,SpAM,mean,3.5121875
2004-2051,within,x,SpAM,mean,3.8017708333333333
2004-2052,within,x,SpAM,mean,3.4159375
2004-2053,within,x,SpAM,mean,3.5079166666666666
2004-2054,within,x,SpAM,mean,3.493333333333333
2004-2055,within,x,SpAM,mean,3.7482291666666665
2004-2056,within,x,SpAM,mean,3.472083333333333
2004-2057,within,x,SpAM,mean,3.506145833333333
2004-2058,within,x,SpAM,mean,4.255208333333333
2004-2059,within,x,SpAM,mean,3.392708333333333
2004-2060,within,x,SpAM,mean,3.7766666666666664
2004-2061,within,x,SpAM,mean,3.7161458333333335
2004-2062,within,x,SpAM,mean,3.8641666666666667
2004-2063,within,x,SpAM,mean,3.6166666666666667
2004-2064,within,x,SpAM,mean,3.3809375
2005-2006,within,x,SpAM,mean,3.5886458333333335
2005-2007,within,x,SpAM,mean,3.4183333333333334
2005-2008,within,x,SpAM,mean,3.3870833333333334
2005-2009,within,x,SpAM,mean,3.598020833333333
2005-2010,within,x,SpAM,mean,3.6215625
2005-2011,within,x,SpAM,mean,3.4426041666666665
2005-2012,within,x,SpAM,mean,3.715416666666667
2005-2013,within,x,SpAM,mean,3.5601041666666666
2005-2014,within,x,SpAM,mean,3.4492708333333333
2005-2015,within,x,SpAM,mean,3.405
2005-2016,within,x,SpAM,mean,3.6363541666666666
2005-2017,within,x,SpAM,mean,3.3533333333333335
2005-2018,within,x,SpAM,mean,3.4844791666666666
2005-2019,within,x,SpAM,mean,3.640833333333333
2005-2020,within,x,SpAM,mean,3.638541666666667
2005-2021,within,x,SpAM,mean,3.7744791666666666
2005-2022,within,x,SpAM,mean,3.482291666666667
2005-2023,within,x,SpAM,mean,3.577291666666667
2005-2024,within,x,SpAM,mean,3.5894791666666666
2005-2025,within,x,SpAM,mean,3.4876041666666664
2005-2026,within,x,SpAM,mean,3.409375
2005-2027,within,x,SpAM,mean,3.59875
2005-2028,within,x,SpAM,mean,3.717604166666667
2005-2029,within,x,SpAM,mean,3.3280208333333334
2005-2030,within,x,SpAM,mean,3.3353124999999997
2005-2031,within,x,SpAM,mean,3.4196874999999998
2005-2032,within,x,SpAM,mean,3.506041666666667
2005-2033,within,x,SpAM,mean,3.588229166666667
2005-2034,within,x,SpAM,mean,3.6903125
2005-2035,within,x,SpAM,mean,3.2233333333333336
2005-2036,within,x,SpAM,mean,3.5566666666666666
2005-2037,within,x,SpAM,mean,3.482708333333333
2005-2038,within,x,SpAM,mean,3.8577083333333335
2005-2039,within,x,SpAM,mean,3.431354166666667
2005-2040,within,x,SpAM,mean,3.6094791666666666
2005-2041,within,x,SpAM,mean,3.4573958333333334
2005-2042,within,x,SpAM,mean,3.36375
2005-2043,within,x,SpAM,mean,3.5992708333333336
2005-2044,within,x,SpAM,mean,3.616458333333333
2005-2045,within,x,SpAM,mean,3.3857291666666667
2005-2046,within,x,SpAM,mean,3.4289583333333336
2005-2047,within,x,SpAM,mean,3.4433333333333334
2005-2048,within,x,SpAM,mean,3.7076041666666666
2005-2049,within,x,SpAM,mean,3.55875
2005-2050,within,x,SpAM,mean,3.6705208333333337
2005-2051,within,x,SpAM,mean,3.4171875000000003
2005-2052,within,x,SpAM,mean,3.5116666666666667
2005-2053,within,x,SpAM,mean,3.6304166666666666
2005-2054,within,x,SpAM,mean,3.5359375
2005-2055,within,x,SpAM,mean,3.3467708333333333
2005-2056,within,x,SpAM,mean,3.7736458333333336
2005-2057,within,x,SpAM,mean,3.3798958333333333
2005-2058,within,x,SpAM,mean,3.7229166666666664
2005-2059,within,x,SpAM,mean,3.486875
2005-2060,within,x,SpAM,mean,3.5357291666666666
2005-2061,within,x,SpAM,mean,3.6376041666666667
2005-2062,within,x,SpAM,mean,3.4219791666666666
2005-2063,within,x,SpAM,mean,3.4899999999999998
2005-2064,within,x,SpAM,mean,3.4236458333333335
2006-2007,within,x,SpAM,mean,3.515
2006-2008,within,x,SpAM,mean,3.675625
2006-2009,within,x,SpAM,mean,3.6322916666666667
2006-2010,within,x,SpAM,mean,3.468541666666667
2006-2011,within,x,SpAM,mean,3.7785416666666674
2006-2012,within,x,SpAM,mean,3.3048958333333336
2006-2013,within,x,SpAM,mean,3.3080208333333334
2006-2014,within,x,SpAM,mean,3.6713541666666667
2006-2015,within,x,SpAM,mean,3.628645833333333
2006-2016,within,x,SpAM,mean,3.7271875
2006-2017,within,x,SpAM,mean,3.7742708333333335
2006-2018,within,x,SpAM,mean,3.774583333333333
2006-2019,within,x,SpAM,mean,3.559166666666667
2006-2020,within,x,SpAM,mean,3.431770833333333
2006-2021,within,x,SpAM,mean,3.568020833333333
2006-2022,within,x,SpAM,mean,3.5105208333333335
2006-2023,within,x,SpAM,mean,3.7315625
2006-2024,within,x,SpAM,mean,3.8646875
2006-2025,within,x,SpAM,mean,3.3945833333333333
2006-2026,within,x,SpAM,mean,3.502604166666667
2006-2027,within,x,SpAM,mean,3.6380208333333335
2006-2028,within,x,SpAM,mean,3.408958333333333
2006-2029,within,x,SpAM,mean,3.741458333333333
2006-2030,within,x,SpAM,mean,3.7332291666666664
2006-2031,within,x,SpAM,mean,3.872708333333333
2006-2032,within,x,SpAM,mean,3.789479166666667
2006-2033,within,x,SpAM,mean,3.3484374999999997
2006-2034,within,x,SpAM,mean,3.5203125
2006-2035,within,x,SpAM,mean,3.5260416666666665
2006-2036,within,x,SpAM,mean,3.6909375000000004
2006-2037,within,x,SpAM,mean,3.6480208333333337
2006-2038,within,x,SpAM,mean,3.7815624999999997
2006-2039,within,x,SpAM,mean,3.7365625
2006-2040,within,x,SpAM,mean,3.4560416666666667
2006-2041,within,x,SpAM,mean,3.5644791666666666
2006-2042,within,x,SpAM,mean,3.5619791666666663
2006-2043,within,x,SpAM,mean,3.6628125
2006-2044,within,x,SpAM,mean,3.3185416666666665
2006-2045,within,x,SpAM,mean,3.2288541666666664
2006-2046,within,x,SpAM,mean,3.8085416666666667
2006-2047,within,x,SpAM,mean,3.441666666666667
2006-2048,within,x,SpAM,mean,3.5214583333333334
2006-2049,within,x,SpAM,mean,3.5361458333333333
2006-2050,within,x,SpAM,mean,3.6901041666666665
2006-2051,within,x,SpAM,mean,3.866979166666667
2006-2052,within,x,SpAM,mean,3.4476041666666664
2006-2053,within,x,SpAM,mean,3.6783333333333337
2006-2054,within,x,SpAM,mean,3.368333333333333
2006-2055,within,x,SpAM,mean,3.5082291666666667
2006-2056,within,x,SpAM,mean,3.5428125
2006-2057,within,x,SpAM,mean,3.5386458333333333
2006-2058,within,x,SpAM,mean,3.5815625
2006-2059,within,x,SpAM,mean,3.746875
2006-2060,within,x,SpAM,mean,3.3721875
2006-2061,within,x,SpAM,mean,3.561354166666667
2006-2062,within,x,SpAM,mean,3.4632291666666664
2006-2063,within,x,SpAM,mean,3.7391666666666667
2006-2064,within,x,SpAM,mean,3.736770833333333
2007-2008,within,x,SpAM,mean,3.7804166666666665
2007-2009,within,x,SpAM,mean,3.3740625
2007-2010,within,x,SpAM,mean,3.507604166666667
2007-2011,within,x,SpAM,mean,3.991458333333333
2007-2012,within,x,SpAM,mean,3.4320833333333334
2007-2013,within,x,SpAM,mean,3.6144791666666665
2007-2014,within,x,SpAM,mean,4.173125
2007-2015,within,x,SpAM,mean,3.7623958333333336
2007-2016,within,x,SpAM,mean,3.551354166666667
2007-2017,within,x,SpAM,mean,3.6648958333333335
2007-2018,within,x,SpAM,mean,3.6995833333333334
2007-2019,within,x,SpAM,mean,3.559270833333333
2007-2020,within,x,SpAM,mean,3.6139583333333336
2007-2021,within,x,SpAM,mean,3.510416666666667
2007-2022,within,x,SpAM,mean,3.761041666666667
2007-2023,within,x,SpAM,mean,3.45
2007-2024,within,x,SpAM,mean,3.5512499999999996
2007-2025,within,x,SpAM,mean,3.6220833333333333
2007-2026,within,x,SpAM,mean,3.879270833333333
2007-2027,within,x,SpAM,mean,3.5644791666666666
2007-2028,within,x,SpAM,mean,3.515
2007-2029,within,x,SpAM,mean,3.609375
2007-2030,within,x,SpAM,mean,3.8398958333333333
2007-2031,within,x,SpAM,mean,3.575520833333333
2007-2032,within,x,SpAM,mean,3.6740625
2007-2033,within,x,SpAM,mean,3.5772916666666665
2007-2034,within,x,SpAM,mean,3.4835416666666665
2007-2035,within,x,SpAM,mean,4.135
2007-2036,within,x,SpAM,mean,4.077604166666667
2007-2037,within,x,SpAM,mean,3.34125
2007-2038,within,x,SpAM,mean,3.5681249999999998
2007-2039,within,x,SpAM,mean,3.4926041666666663
2007-2040,within,x,SpAM,mean,3.2296875
2007-2041,within,x,SpAM,mean,3.7163541666666666
2007-2042,within,x,SpAM,mean,3.82625
2007-2043,within,x,SpAM,mean,3.8431249999999997
2007-2044,within,x,SpAM,mean,3.8121875000000003
2007-2045,within,x,SpAM,mean,3.844479166666667
2007-2046,within,x,SpAM,mean,3.5465625
2007-2047,within,x,SpAM,mean,3.8761458333333336
2007-2048,within,x,SpAM,mean,3.406458333333333
2007-2049,within,x,SpAM,mean,3.8633333333333337
2007-2050,within,x,SpAM,mean,3.6832291666666666
2007-2051,within,x,SpAM,mean,3.639479166666667
2007-2052,within,x,SpAM,mean,3.9844791666666666
2007-2053,within,x,SpAM,mean,4.12
2007-2054,within,x,SpAM,mean,3.7955208333333332
2007-2055,within,x,SpAM,mean,3.6441666666666666
2007-2056,within,x,SpAM,mean,3.6884375
2007-2057,within,x,SpAM,mean,3.7889583333333334
2007-2058,within,x,SpAM,mean,3.640104166666667
2007-2059,within,x,SpAM,mean,4.2846874999999995
2007-2060,within,x,SpAM,mean,3.513229166666666
2007-2061,within,x,SpAM,mean,3.337395833333333
2007-2062,within,x,SpAM,mean,3.5709375000000003
2007-2063,within,x,SpAM,mean,3.469583333333333
2007-2064,within,x,SpAM,mean,3.6678125
2008-2009,within,x,SpAM,mean,3.9154166666666663
2008-2010,within,x,SpAM,mean,3.7095833333333337
2008-2011,within,x,SpAM,mean,3.6126041666666664
2008-2012,within,x,SpAM,mean,3.7649999999999997
2008-2013,within,x,SpAM,mean,3.7039583333333335
2008-2014,within,x,SpAM,mean,3.6214583333333334
2008-2015,within,x,SpAM,mean,3.469895833333333
2008-2016,within,x,SpAM,mean,3.6370833333333334
2008-2017,within,x,SpAM,mean,3.869479166666667
2008-2018,within,x,SpAM,mean,3.6136458333333334
2008-2019,within,x,SpAM,mean,3.823541666666667
2008-2020,within,x,SpAM,mean,3.6540625
2008-2021,within,x,SpAM,mean,3.8375
2008-2022,within,x,SpAM,mean,3.7323958333333334
2008-2023,within,x,SpAM,mean,3.4825
2008-2024,within,x,SpAM,mean,3.6607291666666666
2008-2025,within,x,SpAM,mean,3.9259375
2008-2026,within,x,SpAM,mean,3.7465625000000005
2008-2027,within,x,SpAM,mean,3.4258333333333333
2008-2028,within,x,SpAM,mean,3.6761458333333334
2008-2029,within,x,SpAM,mean,3.6956249999999997
2008-2030,within,x,SpAM,mean,3.8176041666666665
2008-2031,within,x,SpAM,mean,3.703333333333333
2008-2032,within,x,SpAM,mean,3.542708333333333
2008-2033,within,x,SpAM,mean,3.4355208333333334
2008-2034,within,x,SpAM,mean,3.6722916666666663
2008-2035,within,x,SpAM,mean,3.5348958333333336
2008-2036,within,x,SpAM,mean,3.4852083333333335
2008-2037,within,x,SpAM,mean,3.676354166666667
2008-2038,within,x,SpAM,mean,3.458229166666667
2008-2039,within,x,SpAM,mean,3.6503125
2008-2040,within,x,SpAM,mean,3.7571875
2008-2041,within,x,SpAM,mean,3.9697916666666666
2008-2042,within,x,SpAM,mean,3.843958333333333
2008-2043,within,x,SpAM,mean,3.598333333333333
2008-2044,within,x,SpAM,mean,3.488229166666667
2008-2045,within,x,SpAM,mean,3.3719791666666667
2008-2046,within,x,SpAM,mean,3.412916666666667
2008-2047,within,x,SpAM,mean,3.819583333333333
2008-2048,within,x,SpAM,mean,3.641666666666667
2008-2049,within,x,SpAM,mean,3.6204166666666664
2008-2050,within,x,SpAM,mean,3.665625
2008-2051,within,x,SpAM,mean,3.7129166666666666
2008-2052,within,x,SpAM,mean,3.594895833333333
2008-2053,within,x,SpAM,mean,3.521145833333333
2008-2054,within,x,SpAM,mean,3.671145833333333
2008-2055,within,x,SpAM,mean,3.57375
2008-2056,within,x,SpAM,mean,3.820104166666667
2008-2057,within,x,SpAM,mean,3.4430208333333336
2008-2058,within,x,SpAM,mean,3.452395833333333
2008-2059,within,x,SpAM,mean,3.587083333333333
2008-2060,within,x,SpAM,mean,3.617395833333333
2008-2061,within,x,SpAM,mean,3.6678125
2008-2062,within,x,SpAM,mean,3.7249999999999996
2008-2063,within,x,SpAM,mean,3.6146874999999996
2008-2064,within,x,SpAM,mean,3.858645833333333
2009-2010,within,x,SpAM,mean,4.2326041666666665
2009-2011,within,x,SpAM,mean,3.639895833333333
2009-2012,within,x,SpAM,mean,3.8860416666666673
2009-2013,within,x,SpAM,mean,3.8001041666666664
2009-2014,within,x,SpAM,mean,3.4303125000000003
2009-2015,within,x,SpAM,mean,3.417395833333333
2009-2016,within,x,SpAM,mean,3.7482291666666665
2009-2017,within,x,SpAM,mean,3.325416666666667
2009-2018,within,x,SpAM,mean,3.565208333333333
2009-2019,within,x,SpAM,mean,3.8613541666666666
2009-2020,within,x,SpAM,mean,3.304895833333333
2009-2021,within,x,SpAM,mean,3.473125
2009-2022,within,x,SpAM,mean,3.7830208333333335
2009-2023,within,x,SpAM,mean,3.4929166666666664
2009-2024,within,x,SpAM,mean,3.550625
2009-2025,within,x,SpAM,mean,3.7026041666666667
2009-2026,within,x,SpAM,mean,3.8515625000000004
2009-2027,within,x,SpAM,mean,3.3720833333333333
2009-2028,within,x,SpAM,mean,3.7826041666666668
2009-2029,within,x,SpAM,mean,3.4578125
2009-2030,within,x,SpAM,mean,3.7030208333333334
2009-2031,within,x,SpAM,mean,3.3944791666666667
2009-2032,within,x,SpAM,mean,3.549479166666667
2009-2033,within,x,SpAM,mean,3.7017708333333332
2009-2034,within,x,SpAM,mean,3.6892708333333335
2009-2035,within,x,SpAM,mean,3.439166666666667
2009-2036,within,x,SpAM,mean,3.4719791666666664
2009-2037,within,x,SpAM,mean,3.7421875
2009-2038,within,x,SpAM,mean,3.8021875000000005
2009-2039,within,x,SpAM,mean,3.6677083333333336
2009-2040,within,x,SpAM,mean,3.7775
2009-2041,within,x,SpAM,mean,3.5529166666666665
2009-2042,within,x,SpAM,mean,3.4278125
2009-2043,within,x,SpAM,mean,3.5708333333333337
2009-2044,within,x,SpAM,mean,3.6147916666666666
2009-2045,within,x,SpAM,mean,3.379583333333333
2009-2046,within,x,SpAM,mean,3.3965625
2009-2047,within,x,SpAM,mean,3.3857291666666667
2009-2048,within,x,SpAM,mean,3.5565625
2009-2049,within,x,SpAM,mean,3.526770833333333
2009-2050,within,x,SpAM,mean,3.3764583333333333
2009-2051,within,x,SpAM,mean,3.423333333333333
2009-2052,within,x,SpAM,mean,3.38125
2009-2053,within,x,SpAM,mean,3.2803125
2009-2054,within,x,SpAM,mean,3.5840625
2009-2055,within,x,SpAM,mean,3.471875
2009-2056,within,x,SpAM,mean,4.2134374999999995
2009-2057,within,x,SpAM,mean,3.4805208333333333
2009-2058,within,x,SpAM,mean,3.5231250000000003
2009-2059,within,x,SpAM,mean,3.3925
2009-2060,within,x,SpAM,mean,4.043229166666666
2009-2061,within,x,SpAM,mean,4.076145833333333
2009-2062,within,x,SpAM,mean,4.1866666666666665
2009-2063,within,x,SpAM,mean,3.5978125
2009-2064,within,x,SpAM,mean,3.4672916666666667
2010-2011,within,x,SpAM,mean,3.59625
2010-2012,within,x,SpAM,mean,4.340624999999999
2010-2013,within,x,SpAM,mean,3.4266666666666667
2010-2014,within,x,SpAM,mean,3.4140625
2010-2015,within,x,SpAM,mean,3.3480208333333334
2010-2016,within,x,SpAM,mean,3.68625
